dre,school,average_age
SA,VERA ALVARENGA,4.0
IQ,PARADA XV DE NOVEMBRO,4.0
PJ,VILA PERUS,4.0
MP,PRINCIPIOS,4.0
FO,MARQUES DOS FRANCOS,4.0
IP,MARANATA IRMAOS NATALI,4.0
FO,SHADDAI II,4.0
FO,NOVO CAMINHO,4.0
G,QUATRO PILARES DA EDUCACAO IV,4.0
SM,GUSTAVINHO,4.0
IQ,BALAO MAGICO,4.0
PE,MARTA TERESINHA GODINHO,4.0
IQ,MARIA APARECIDA SIQUEIRA CAMPOS,4.0
IP,FERNANDA,4.0
PJ,AMARELINHA,4.0
FO,ANIVALDO FERREIRA PADILHA,4.0
MP,JARDIM LAPENA,4.0
SA,JORGINHO,4.0
SM,EMANUEL,4.0
IP,SEMEANDO O FUTURO,4.0
MP,MUNDO DA ALEGRIA,4.0
CL,MARITEL,4.0
CL,MARGARIDA BRITO FARIAS SILVA,4.0
SM,JESUS REI II,4.0
CS,JARDIM NOVO HORIZONTE,4.0
IQ,GIRASSOL DE LUZ,4.0
CL,PRIMEIROS PASSOS,4.0
PJ,LAR ESTRELA GUIA,4.0
PJ,TIA SYLVINHA,4.0
MP,REFERENCIAL II,4.0
FO,SAO JOSE DE VILA PALMEIRAS,4.0
CS,NICOLAI NICOLAEVICH KOCHERGIN,4.0
SA,CRI-ACAO II - ILHA BELA,4.0
G,ACOLHER II,4.0
G,LUZIA BEZERRA II,4.0
MP,ABELHA BELINHA,4.0
G,PEQUENOS PENSADORES,4.0
PE,CARRAO I,4.0
G,CONJUNTO HABITACIONAL BALTAZAR CISNEROS,4.0
MP,CRESCER E APRENDER,4.0
MP,MUNDO ENCANTADO II,4.0
IP,ARARIPE,4.0
G,ALPS LAJEADO II,4.0
MP,JARDIM HELENA I,4.0
CL,VITORIA,4.0
FO,JACIARA,4.0
CL,ANTONIO RODRIGUES,4.0
G,BOAVENTURA III,4.0
G,JULIO CESAR,4.0
MP,ESPACO DA COMUNIDADE XIII,4.0
FO,ITABERABA,4.0
FO,CARLOS APOLINARIO,4.0
SM,MUNDO DA FELICIDADE,4.0
SA,TIA LILA,4.0
JT,SEMEANDO O BEM,4.0
CS,JARDIM DAS HORTENSIAS,4.0
IP,IPIRANGA,4.0
MP,ESTRELINHAS ALEGRES,4.0
CS,VENHA CONOSCO - UNIDADE III,4.0
PJ,MORADA DO SOL,4.0
G,JULIO FRANCISCO DE SOUZA II,4.0
IP,WILSON JOSE ABDALLA,4.0
MP,REVOLUCAO,4.0
PJ,VILA CLARICE,4.0
G,ESPACO KAIROS TUPINIQUIM,4.0
PE,DANDINHA II,4.0
PJ,MARIA E JOSE,4.0
CL,SUL DE MINAS,4.0
CL,VOVO DILEUZA,4.0
SA,VO MARIA VENANCIO,4.0
CL,NATALIA REZINO I,4.0
JT,JOVA RURAL,4.0
PE,VILA SALETE,4.0
CL,SANTO ESTEVAO REI,4.0
MP,SANTA ROSA DE LIMA,4.0
IQ,OLHAR PARA O FUTURO,4.0
SM,PEQUENOS GIGANTES,4.0
SA,MEU ABACATEIRO,4.0
G,VILA IOLANDA,4.0
IP,CARDEAL MOTTA,4.0
CL,MARGARIDAS AMARELAS,4.0
G,VIDA DE CRIANCA,4.0
PE,TURMINHA DA VILA,4.0
JT,SEMENTINHA DA ESPERANCA,4.0
SA,SOCIAL BOM JESUS,4.0
IQ,LEAO DA TRIBO DE JUDA,4.0
SM,PINGUINHO,4.0
IQ,PINGUIM DE MOCHILA,4.0
BT,ALEGRIA DO SABER III,4.0
CL,JARDIM DIONISIO,4.0
CL,LILA COVAS,4.0
G,PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA IX,4.0
FO,NOVO AMANHECER,4.0
FO,GUILHERME HENRIQUE PINTO COELHO,4.0
IQ,JOANNA DE ANGELIS,4.0
CL,JARDIM DAS FLORES,4.0
IQ,FUTURO FELIZ,4.0
MP,CONSTRUINDO SONHOS,4.0
BT,RECANTO DA ALEGRIA II,4.0
MP,SER FELIZ,4.0
FO,JARDIM PERI,4.0
PJ,LAR DE MARIA,4.0
CL,GUILHERME PARANHOS,4.0
PJ,PRIMEIRA ESTACAO,4.0
G,LORIS MALAGUZZI,4.0
IP,ESPACO DA COMUNIDADE XI,4.0
FO,PEQUENOS SONHADORES,4.0
PJ,AS CORES DA INFANCIA,4.0
CS,MARIO QUINTANA,4.0
IQ,MULEQUE,4.0
SM,GRAO DE ESPERANCA I,4.0
G,SEQUOIA,4.0
CS,PARQUE RESIDENCIAL COCAIA - GRAJAU,4.0
PJ,ELOHIM ADONAI,4.0
MP,JARDIM VILA PEDROSO,4.0
IP,SANTA PAULA,4.0
MP,CANTINHO DE LUZ II,4.0
G,ALPS LAJEADO,4.0
PJ,PARQUE SAO DOMINGOS,4.0
IQ,FRANCISCO YOSHIO,4.0
CL,SAO JOAO GUALBERTO,4.0
PE,DOCE MEL,4.0
CL,SOLAR DOS UNIDOS I,4.0
PE,JARDIM NORDESTE,4.0
BT,JOAO DE BARRO,4.0
IQ,BALAO DE BOLINHAS,4.0
SA,VILA IMPERIO,4.0
PJ,CANTINHO DA IMAGINACAO,4.0
IP,SANTA MAE APARECIDA,4.0
CL,PEDRO E MARIA,4.0
PE,VOVO LOURDES,4.0
BT,CORUJINHA IV,4.0
CL,JOSE REGINALDO DA FONSECA II,4.0
SA,CANTINHO DA PAZ I,4.0
MP,ESPACO FELIZ II,4.0
FO,PEQUENAS ESTRELAS II,4.0
FO,JARDIM ELISA MARIA,4.0
CL,GEORGE LIAN,4.0
G,NOVO FLORESCER,4.0
IQ,INFANCIA FELIZ,4.0
SM,AUTA DE SOUZA,4.0
IQ,TIA ADELIA NERI,4.0
CS,VENHA CONOSCO - UNIDADE VIII,4.0
PJ,AMIGUINHOS DE JESUS,4.0
PJ,FAMILIA MISSAO,4.0
IP,INDIANOPOLIS,4.0
MP,RECANTO DOS PEQUENINOS II,4.0
PE,JARDIM VERONIA,4.0
IQ,CASA DA CRIANCA FELIZ,4.0
PE,ANTONIO ELPIDIO DA SILVA,4.0
MP,CRESCER E APRENDER II,4.0
PE,DELSON DOMINGUES,4.0
FO,MORRO GRANDE CT VIDA,4.0
SM,PARQUE DOS BANCARIOS,4.0
FO,VILA PENTEADO,4.0
SM,JOIAS RARAS,4.0
MP,ESPACO DA COMUNIDADE II,4.0
SA,JARDIM PALMARES,4.0
FO,MIGUEL ARCANJO,4.0
SM,ITAQUERA B,4.0
MP,LIRIO DO VALE,4.0
IP,DOCE SABER,4.0
SA,VERA ALVARENGA III,4.0
FO,OIKOS II,4.0
SM,MEIMEI II,4.0
JT,JARDIM TREMEMBE,4.0
PJ,CORRE COTIA,4.0
CS,A MAO COOPERADORA,4.0
BT,RIO PEQUENO II,4.0
IQ,ALEGRETTI,4.0
FO,NAKINE,4.0
PJ,MISERICORDIA II,4.0
IQ,ESPACO DA COMUNIDADE III,4.0
IQ,VILA RAMOS,4.0
CL,NOSSA SENHORA DAS GRACAS - INSTITUTO CIO DA TERRA,4.0
JT,EVA FURNARI,4.0
CL,CAMINHAR II,4.0
PJ,SOLEDAD BARRET VIEDMA,4.0
CS,DENISE NALINI,4.0
MP,VOVO FATIMA II,4.0
SM,MENINO JESUS JARDIM GRIMALDI,4.0
MP,MUNDO DA ALEGRIA II,4.0
FO,VINTE DE AGOSTO,4.0
CS,KADOSHI,4.0
PJ,CANTINHO FELIZ,4.0
CL,JARDIM SAO JOAQUIM,4.0
FO,JARDIM GUARANI,4.0
CL,CAMINHAR COM AMOR - UNIDADE II,4.0
G,VOVO JOAQUIM,4.0
FO,CRISTOVAO II,4.0
G,LAR DITOSO,4.0
PE,MEU SONHO ENCANTADO,4.0
MP,SONHO MAGICO II,4.0
IQ,MONTE CARMELO IV,4.0
G,CIDADE TIRADENTES,4.0
MP,EFATA,4.0
MP,CAMINHO DOURADO II,4.0
SM,JARDIM SAO FRANCISCO,4.0
PE,ESMERALDAS,4.0
CL,NOSSA SENHORA MAGLAC III,4.0
BT,ALEGRIA DO SABER II,4.0
PJ,VILA SULINA,4.0
FO,NOVA VIDA,4.0
CL,ANGLICANA CRISTINA NARDINELLI,4.0
CL,LUAR DO SERTAO,4.0
SM,SAPOPEMBA II,4.0
IQ,FAZ DE CONTA,4.0
G,TEREZA DAVILA,4.0
MP,SAMARITANINHOS V,4.0
SM,ANUNCIACAO FERREIRA,4.0
CL,SOL DO AMANHA,4.0
FO,JARDIM MARACANA,4.0
CL,JARDIM ECOLOGICO GUARAPIRANGA I,4.0
SM,MARIA PENHA NASCIMENTO,4.0
SM,PARQUE SANTA MADALENA II,4.0
CS,JARDIM NORONHA,4.0
G,VOVO AUGUSTA II,4.0
IQ,DESENHANDO O AMANHA,4.0
PJ,PINGO DE OURO,4.0
CL,GUARAPIRANGA I,4.0
SA,ISABELA,4.0
CS,PARQUE COCAIA,4.0
MP,ANTONIO JOAO DE MEDEIROS,4.0
BT,BLANDINA MEIRELLES,4.0
PE,MIRANDINHA,4.0
G,PEDRO XAVIER,4.0
CS,MARCELA,4.0
CS,JARDIM SAO JUDAS TADEU,4.0
G,MARIA DA SILVA SANTOS,4.0
SA,SOL REI,4.0
PE,MARIA AUXILIADORA,4.0
PJ,MARIA DO CARMO,4.0
JT,SANTA HELENA,4.0
SA,TEREZA ARAGAO,4.0
JT,LAR BATISTA DE CRIANCAS - MANDAQUI,4.0
IQ,VO CATARINA,4.0
IP,SEMENTINHA,4.0
PJ,JARDIM MARISTELA,4.0
SA,CRE SER II,4.0
BT,JARDIM DAS VERTENTES,4.0
IQ,VIGILANTES DO FUTURO,4.0
MP,ENCANTO E HARMONIA,4.0
PJ,JARAGUA I,4.0
JT,PROJETO CRESCER,4.0
SM,AURORA BOREAL II,4.0
JT,DANDARA,4.0
JT,AUGUSTA CORDEIRO DA ROCHA,4.0
MP,CLAUDIO JANUARIO,4.0
FO,ISAURA RIBEIRO MARTINS,4.0
PE,PEQUENOS AVENTUREIROS,4.0
PE,CANTINHO DA VOVO HELENA,4.0
PJ,CANTINHO PINHEIRINHO D AGUA,4.0
BT,VOVO JOSE,4.0
FO,ALEGRIA DE CRIANCA,4.0
SM,NOSSA SENHORA MAGLAC,4.0
BT,PRIMEIROS CAMINHOS,4.0
CL,IRENE IRAPIRANGA,4.0
IQ,SAO JOSE OPERARIO II,4.0
PE,MADAGASCAR,4.0
BT,NOSSO SONHO,4.0
IP,CANTINHO DA LOTUS,4.0
CL,JARDIM FUJIHARA,4.0
BT,JARDIM EDITE,4.0
FO,FUTURO DO AMANHA,4.0
MP,BARUCH,4.0
BT,ALEGRIA DO SABER IV,4.0
G,CONJUNTO HABITACIONAL SANTA ETELVINA VI,4.0
FO,MARIA DULCE,4.0
FO,CRISTOVAO,4.0
PJ,VILA LEOPOLDINA,4.0
IP,RAPHAELA CAPELLANO DIAS,4.0
G,IGEVE GUAIANASES RUBI,4.0
PE,CASA DE CRIAR E BRINCAR,4.0
JT,NUCLEO DO SABER,4.0
FO,EMILIA FERREIRO,4.0
BT,RECANTO DA ALEGRIA V,4.0
FO,ESPACO KAIROS PERI,4.0
IQ,DAMARIS CASTILHO IV,4.0
SA,SAKURA,4.0
SM,NOVA BRASILIA,4.0
IQ,JARDIM SAO PEDRO,4.0
IP,ESTACAO ALEGRIA,4.0
G,CRIANCAS BRILHANTES,4.0
PJ,ESTRELA DO MAR,4.0
SM,FILADELFIA,4.0
IQ,CASA DA CRIANCA FELIZ II,4.0
G,ANNALU,4.0
IQ,SERELEPE,4.0
PE,ALPHA BABY,4.0
JT,CARINHA DE ANJO,4.0
G,ALPS JARDIM SAO JOAO,4.0
CS,ITATINGA - NUCLEO II,4.0
G,FUTURO BRILHANTE VII,4.0
SM,NOVA ISRAEL,4.0
BT,FRATERNIDADE MARIA DE NAZARE,4.0
PJ,MARGARIDA BARROS HORTA,4.0
CL,RANC III,4.0
BT,MARIA FERREIRA DA FONSECA,4.0
BT,NOITE ENCANTADA V,4.0
PJ,SONHO DE INFANCIA,4.0
MP,ABC DA CRIANCA,4.0
JT,VILA MARIA,4.0
FO,UNIVERSO INFANTIL,4.0
G,JOAO E MARIA,4.0
JT,CHACARA BELA VISTA II,4.0
SM,AFAMA BABY,4.0
G,INOVACAO,4.0
CS,HERMANN GMEINER,4.0
CL,CANTINHO ESTRELADO,4.0
FO,INACIO DE LIMA OLIVEIRA,4.0
CS,JARDIM REIMBERG,4.0
MP,FLOR DO AMANHA II,4.0
CL,MIRA ORUBE,4.0
G,CANTINHO DA TIA DORA,4.0
CS,JARDIM DAS ARAUCARIAS,4.0
MP,ESTRELINHAS DO FUTURO,4.0
IQ,SEMENTINHAS DE ESPERANCA,4.0
IQ,PRIMAVERA,4.0
CL,PEQUENOS GENIOS II,4.0
G,LAR GERACAO FUTURO,4.0
PE,MUNDO ENCANTADO,4.0
PE,ANTONIA MARIA TORRES DA SILVA,4.0
SA,MUNDO DAS CRIANCAS,4.0
PJ,JARDIM TAIPAS,4.0
CS,PARQUE NOVO GRAJAU,4.0
G,RENOVO,4.0
CL,BRILHO DE LUZ,4.0
PE,MUNDO AZUL,4.0
CS,VOVO AIDA RAMOS FERREIRA,4.0
FO,LAR ENCANTADO,4.0
CL,VERA LUCIA,4.0
JT,JARDIM CABUCU,4.0
G,MUNDO DA ALEGRIA III,4.0
FO,VOVO ALZIRA,4.0
SA,SANTA CATARINA II,4.0
CL,RANC,4.0
SA,ESTERLITA,4.0
MP,SER FELIZ III,4.0
PJ,FAMILIA JUDA,4.0
CL,SANTA IZABEL,4.0
SM,BRILHANTES,4.0
G,PAZ NOS VALES,4.0
CS,SANTA MARIA,4.0
IQ,CANTINHO DA RENATA,4.0
PJ,VALE DO SOL,4.0
PE,ESTRELA BABY,4.0
CS,MUNDINHO DOS TALENTOS,4.0
SM,JOANA ALVES,4.0
CS,YANNI,4.0
BT,LAR DO ALVORECER CRISTAO,4.0
CL,ELON MACENA,4.0
CS,JOSIS,4.0
IQ,CONSTRUINDO O AMANHA,4.0
IP,MUNDO FELIZ,4.0
PE,LUZ,4.0
MP,DOCE INFANCIA,4.0
PJ,ANIBAL DI FRANCIA,4.0
BT,CORUJINHA III,4.0
PE,PINTANDO O SABER,4.0
JT,COLINHO DE MAMAE,4.0
IQ,NOVA ALIANCA,4.0
SM,FILHOS DE BETEL II,4.0
CL,MARIA DE SOUSA AZEVEDO,4.0
PJ,ANGLICANA JULIAN THOMAS - UN. III,4.0
IQ,NINHO DA CRIANCA,4.0
SA,MARIO CELESTINO TEIXEIRA,4.0
IQ,PICOLO,4.0
JT,PEQUENAS ESTRELAS IV,4.0
SM,PEQUENINOS DO REINO,4.0
MP,ARVORE DO APRENDIZADO II,4.0
IP,JESSICA FRAZAO,4.0
SA,CANTINHO DA FABIANA,4.0
CS,JARDIM MANACAS,4.0
PE,SABERES INFANTIS,4.0
G,MARIA ELISABETE LIMA MOTA,4.0
IQ,CONCORDIA,4.0
SA,NOSSA SENHORA DAS GRACAS,4.0
MP,JARDIM SAO VICENTE,4.0
G,PEDACINHO DO CEU II,4.0
MP,CAMINHO DOURADO III,4.0
FO,CASA DA CRIANCA ST TEREZINHA,4.0
MP,JARDIM MILIUNAS,4.0
G,MADRE PAULINA,4.0
JT,EMMI PIKLER,4.0
CL,VITORIA SERGIO BRANCO MARTINS,4.0
PE,JARDIM HERCILIA,4.0
BT,NINHO DA AMIZADE,4.0
CL,CONSTRUINDO CONSCIENCIA,4.0
PE,CONJUNTO HABITACIONAL PADRE MANOEL DE PAIVA,4.0
CL,SAO JORGE,4.0
CL,PRINCESA MELISSA,4.0
FO,ANA NERY,4.0
FO,BOAVENTURA,4.0
FO,MARANATA,4.0
CL,MONTE AZUL A. C.,4.0
IP,ABRINDO O SABER,4.0
G,TIA TEINHA NERI,4.0
IP,ESPACO BRINCAR,4.0
PJ,ACOLHENDO COM AMOR,4.0
IP,SILVIA COVAS,4.0
PE,MOMENTOS FELIZES,4.0
JT,VICTOR HUGO DEPPMAN,4.0
G,ESPACO KAIROS,4.0
CL,PRINCIPE KAWANN,4.0
CL,AGAPE I,4.0
G,MARIA DE LOURDES DA SILVA XAVIER,4.0
IQ,FE E ALEGRIA,4.0
PJ,MARAJOARA,4.0
IQ,GARRA FEMININA II,4.0
MP,NAZARE,4.0
MP,VOVO FATIMA,4.0
BT,PAU BRASIL,4.0
FO,MACEDONIA,4.0
IP,LEONARDA SOARES ALVES,4.0
IQ,NOGUEIRA SUDESTE,4.0
MP,ESPACO VIDA CRIATIVA,4.0
CL,CASTILHO III,4.0
IQ,JOAO FERNANDES XII,4.0
IQ,CONJUNTO HABITACIONAL ITAQUERA IV,4.0
FO,CASTELO BRANCO,4.0
SM,MARIA FLOR,4.0
MP,CANTINHO DA TIA ISAURA,4.0
CL,BETE SHALOM MORADA DA PAZ,4.0
SA,VILA INGLESA,4.0
PE,RAINHA ESTHER,4.0
JT,ESPACO CRIANCA ELIAS ANTONIO ZOGBI,4.0
FO,TEQUINHO DO CEU,4.0
PJ,VILA SAO JOAO,4.0
PE,LEOZINHO,4.0
G,TURMA DA MAFALDA,4.0
IP,JURANDYR BARBOSA,4.0
PJ,CORACAO VALENTE,4.0
FO,LYGIA FAGUNDES TELLES,4.0
SM,VIDA ENCANTADA,4.0
CL,ELISABETH QUINELLO,4.0
IQ,VOVO MARGARIDA,4.0
CS,SANTA IZABEL I,4.0
MP,DAMARIS CASTILHO III,4.0
IQ,ANDRE LUIZ I G REGINALDO,4.0
PJ,PEQUENO LUCCA,4.0
PE,TERNURINHA,4.0
SA,TIO BUBE,4.0
IQ,JARDIM IPANEMA I,4.0
IQ,CHEIRINHO DE NENEM,4.0
CL,ANJINHOS DE DULCE,4.0
CL,MAE PEREGRINA,4.0
BT,NOITE ENCANTADA I,4.0
IP,ACALANTO,4.0
SM,JEOVA RAFA III,4.0
G,SOSSEGO DA MAMAE,4.0
SM,JOAO UBALDO RIBEIRO,4.0
IP,LAR CRIANCA FELIZ,4.0
CS,VENHA CONOSCO - UNIDADE VII,4.0
CS,JARDIM LALLO,4.0
CL,VILA CALU,4.0
PJ,LINDO SOL,4.0
BT,NOSSA SENHORA ASSUNCAO,4.0
IP,JUREMA,4.0
PJ,ESPADINHA DE OURO,4.0
IQ,CABREUVAS,4.0
PJ,VILA PIAUI,4.0
CL,CAMINHAR V,4.0
G,VOVO OLINDA,4.0
FO,MARIA JOSE DE SOUZA,4.0
IP,FRANCISCO BATISTA VER,4.0
IP,TINDOLELE,4.0
CL,JORGE APOVIAN,4.0
IP,ABRACAR,4.0
MP,KAUE MARQUES,4.0
MP,PARQUE CRUZEIRO DO SUL,4.0
IP,ANJOS DA TERRA,4.0
CL,PARQUE REGINA,4.0
G,CAMINHAR E CRESCER,4.0
JT,PARQUE CASA DE PEDRA,4.0
BT,VOVO ANA,4.0
MP,PINGOS DO AMANHA,4.0
FO,ANTONIO PEREIRA DE SOUZA NETO,4.0
IQ,CORDEIRINHOS DE CRISTO,4.0
IQ,MEIMEI,4.0
FO,ADEMARIO SANTANA,4.0
FO,CAMINHAR E PRECISO,4.0
CL,INDEPENDENCIA,4.0
FO,PEQUENA GIOVANNA,4.0
CL,TOMAS DE AQUINO,4.0
CL,JOAO PEDRO RODRIGUES,4.0
CL,FLAMBOYANT,4.0
BT,YVONE LEMOS DE ALMEIDA FRAGA,4.0
CS,MANOEL BISPO DOS SANTOS,4.0
CL,JORGE CAMISA NOVA,4.0
FO,ESPACO KAIROS JD. SANTA CRUZ,4.0
G,SUZANA POMPEU DE TOLEDO,4.0
IP,SEMENTE DE ESPERANCA,4.0
PE,JARDIM POPULAR,4.0
G,RAFA GIRE,4.0
SM,JARDIM RODOLFO PIRANI,4.0
SM,ANDRE DE ALMEIDA,4.0
FO,VO NICE,4.0
CS,MITIKO MATSUSHITA NEVOEIRO,4.0
IP,ZE COLMEIA,4.0
G,ALEM DO HORIZONTE,4.0
SM,GOTA DE ESPERANCA III,4.0
CS,ANA DE FATIMA,4.0
CS,AGAPE,4.0
IQ,UNIVERSO DA CRIANCA II,4.0
BT,MARIA DE NAZARE,4.0
PJ,ARACY GOUVEA DE SOUZA,4.0
MP,CASA DE ISABEL C.E.I.,4.0
PJ,SAO LUIZ MARIE DE MONTFORT,4.0
FO,SOARES LIMA,4.0
CS,JARDIM DO CEDRO,4.0
IP,EDUCAR,4.0
PJ,4 IRMAOS,4.0
IP,TRILHANDO CAMINHOS,4.0
MP,SIRLEY SALOMAO BOGARELLI,4.0
SM,HANNAH,4.0
SA,VENHA CONOSCO IX,4.0
CS,MAE TRABALHADORA,4.0
CS,ESTRADA DO SOL,4.0
SM,LEAO DE JUDA,4.0
SM,DOMINGUINHOS,4.0
G,VILA NANCY,4.0
CL,PIRUETA,4.0
IP,SAO DOMINGOS,4.0
G,MAYARA ESPERANCA E VIDA,4.0
G,CEU E COR,4.0
PJ,CRESCENDO E APRENDENDO,4.0
CL,PENTAGRAMA VII,4.0
IP,TRANSFORMANDO VIDAS,4.0
FO,RUTH ROCHA,4.0
PJ,PARQUE MARIA DOMITILA,4.0
CL,TURQUESINHAS,4.0
MP,MARIA APARECIDA DOS SANTOS,4.0
G,QUATRO PILARES DA EDUCACAO I,4.0
IQ,DOCE LAR DO IRMAO BENEDITO,4.0
JT,FUTURO BRILHANTE,4.0
SA,CAMINHAR COM AMOR - UNIDADE I,4.0
SA,LOURDINHA PINHEIRO V,4.0
PE,MONTE MORIAH,4.0
CL,LIBERTARIOS,4.0
IQ,BOM PASTOR,4.0
PJ,JARDIM DAS BORBOLETAS,4.0
PE,SEMENTINHA DA VIDA,4.0
FO,ALEM DO ARCO IRIS,4.0
IP,SAO SAVERIO,4.0
SM,PIPAS I,4.0
IQ,BOM SUCESSO,4.0
IP,ELOHIM ADONAI III,4.0
PE,CARLOS JACOB,4.0
CL,MATRIARCA I,4.0
FO,CANTINHO DA SERRA,4.0
MP,PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA VIII,4.0
CL,DULCE MARINHO,4.0
SM,JARDIM COLORADO I,4.0
JT,JARDIM BRASIL - PRESEPIO,4.0
MP,SAMARITANINHOS IV,4.0
SA,LOURDINHA PINHEIRO III,4.0
G,VO NICE III,4.0
CS,JARDIM DAS ACACIAS,4.0
SA,VENHA CONOSCO IV,4.0
CS,ELVIRA MARTINS,4.0
CL,JARDIM GUARUJA - RITA MONTEIRO DE SOUZA,4.0
PJ,FAMILIA SIAO,4.0
CS,TIA EMMA,4.0
FO,ANA MARIA MACHADO,4.0
FO,ARCO IRIS,4.0
PJ,NOSSA SENHORA DO ROSARIO,4.0
IQ,NOSSA SENHORA SAGRADO CORACAO,4.0
IQ,JARDIM SANTA MARIA,4.0
CL,PENTAGRAMA VI,4.0
IQ,JARDIM LIDERANCA,4.0
MP,ARVORE DO APRENDIZADO,4.0
IP,SAN LONGINUS,4.0
G,TURMA DA MAFALDA II,4.0
MP,ERVA DO SERENO,4.0
PJ,IZABEL CAROLINA,4.0
PE,CARACOL,4.0
G,CONCORDIA II,3.0
SA,IRANI DA SILVA LUZIA,3.0
CL,ROSA MARIA II,3.0
G,MARIA,3.0
PJ,LINDA FLOR,3.0
IP,RUGRATS OS ANJINHOS VI,3.0
CL,CIA DOS SONHOS V,3.0
G,BEM QUERER II,3.0
SA,MARIA DE LOURDES COSTA,3.0
PE,CASA DOS INOCENTES II,3.0
SA,PEQUENOS GENIOS - FLORES,3.0
PE,BRAS MOOCA,3.0
G,AQUARELA KIDS,3.0
CL,VOVO DILEUZA II,3.0
SA,ABAYOMI,3.0
G,APRENDENDO A CRESCER,3.0
IQ,CONQUISTA,3.0
G,DONA BELLA,3.0
G,ESPACO INFANTIL,3.0
CL,CEDRINHO IV,3.0
G,ALPS TIRADENTES,3.0
G,IZABEL RIBEIRO,3.0
CL,CECILIA MARIA I,3.0
G,CARIJOS,3.0
G,PEQUENO ARTHUR,3.0
FO,MENINO DE LATA,3.0
SM,PIPAS IV,3.0
PE,VAGALUME,3.0
PE,LUZ DA ESPERANCA,3.0
G,ESPERANCA E VIDA II,3.0
PE,BEZERRA DE MENEZES,3.0
G,UNIVERSO MIRIM,3.0
PE,TIQUATIRA I,3.0
